anchor	endpoint	alpha	beta	relation	n	direct	closed	formula_match	sign	cone_ok
right	x=0	0	1/3	beta_gt_alpha	55	386721007895206475737669675689797092112280558573782172068943320859774868736/196627050475552913618075908526912116283103450944214766927315415537966391196809	386721007895206475737669675689797092112280558573782172068943320859774868736/196627050475552913618075908526912116283103450944214766927315415537966391196809	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	55	-196627050475552913618075908526912116283103450944214766927315415537966391196809/33415139158915737208661322051948828276123189873904965970084178644072382435960811520	-196627050475552913618075908526912116283103450944214766927315415537966391196809/33415139158915737208661322051948828276123189873904965970084178644072382435960811520	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	56	10196495446891092547316339362595458291464209389312861894005766845300868578496/5308930362839928667688049530226627139643793175493798707037516219525092562313843	10196495446891092547316339362595458291464209389312861894005766845300868578496/5308930362839928667688049530226627139643793175493798707037516219525092562313843	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	56	-1769643454279976222562683176742209046547931058497932902345838739841697520771281/315360800347845015967976399157807967639723663394373230785197047021394809301463918592	-1769643454279976222562683176742209046547931058497932902345838739841697520771281/315360800347845015967976399157807967639723663394373230785197047021394809301463918592	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	57	268958012386778836810699956979968041394084971441512041320290045970241059745664/143341119796678074027577337316118932770382415738332565090012937927177499182473761	268958012386778836810699956979968041394084971441512041320290045970241059745664/143341119796678074027577337316118932770382415738332565090012937927177499182473761	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	57	-47780373265559358009192445772039644256794138579444188363337645975725833060824587/8921391062471931372778279713016935926650077319709242713002284882842089999975624012800	-47780373265559358009192445772039644256794138579444188363337645975725833060824587/8921391062471931372778279713016935926650077319709242713002284882842089999975624012800	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	58	2365761593466406483928132292547351854459952554175778037329260778405685534291200/1290070078170102666248196035845070394933441741644993085810116441344597492642263849	2365761593466406483928132292547351854459952554175778037329260778405685534291200/1290070078170102666248196035845070394933441741644993085810116441344597492642263849	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	58	-1290070078170102666248196035845070394933441741644993085810116441344597492642263849/252179066784029639076264440163772735131714980498133312622523751452387571233430751360000	-1290070078170102666248196035845070394933441741644993085810116441344597492642263849/252179066784029639076264440163772735131714980498133312622523751452387571233430751360000	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	59	62452096302100476249458746536313568022396205137775835476954638345200935926416000/34831892110592771988701292967816900663202927024414813316873143916304132301341123923	62452096302100476249458746536313568022396205137775835476954638345200935926416000/34831892110592771988701292967816900663202927024414813316873143916304132301341123923	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	59	-11610630703530923996233764322605633554400975674804937772291047972101377433780374641/2374256333620066309689973037170201630763761905812057003527898955082706829339179411840000	-11610630703530923996233764322605633554400975674804937772291047972101377433780374641/2374256333620066309689973037170201630763761905812057003527898955082706829339179411840000	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	60	1649247244804158314594313029431926667660295850105624481472561096889904716128910400/940461086986004843694934910131056317906479029659199959555574885740211572136210345921	1649247244804158314594313029431926667660295850105624481472561096889904716128910400/940461086986004843694934910131056317906479029659199959555574885740211572136210345921	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	60	-313487028995334947898311636710352105968826343219733319851858295246737190712070115307/67010366893968379981283781381285080602505361450139615631773853220402091732467822993152000	-313487028995334947898311636710352105968826343219733319851858295246737190712070115307/67010366893968379981283781381285080602505361450139615631773853220402091732467822993152000	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	61	14523143902950208490018244614542804267519432308809549902422573974304967389200748800/8464149782874043593254414191179506861158311266932799636000173971661904149225893113289	14523143902950208490018244614542804267519432308809549902422573974304967389200748800/8464149782874043593254414191179506861158311266932799636000173971661904149225893113289	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	61	-8464149782874043593254414191179506861158311266932799636000173971661904149225893113289/1889912052530872146226239630956768076533610226865904831686946509514422272402256437334732800	-8464149782874043593254414191179506861158311266932799636000173971661904149225893113289/1889912052530872146226239630956768076533610226865904831686946509514422272402256437334732800	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	62	1151410911089195331162552444002739191789881628759260352632617339419090594303270425600/685596132412797531053607549485540055753823212621556770516014091704614236087297342176409	1151410911089195331162552444002739191789881628759260352632617339419090594303270425600/685596132412797531053607549485540055753823212621556770516014091704614236087297342176409	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	62	-76177348045866392339289727720615561750424801402395196724001565744957137343033038019601/17754779277213613790433181937571118392183810513100369822802012026189165345968316028160512000	-76177348045866392339289727720615561750424801402395196724001565744957137343033038019601/17754779277213613790433181937571118392183810513100369822802012026189165345968316028160512000	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	63	91316137658480156509387250748699382777443067566554732877314495690982787534810710316000/55533286725436600015342211508328744516059680222346098411797141428073753123071084716289129	91316137658480156509387250748699382777443067566554732877314495690982787534810710316000/55533286725436600015342211508328744516059680222346098411797141428073753123071084716289129	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	63	-6170365191715177779482467945369860501784408913594010934644126825341528124785676079587681/1500156120035537367961255257259753252169079104874171800465782905530775790867875918784898560000	-6170365191715177779482467945369860501784408913594010934644126825341528124785676079587681/1500156120035537367961255257259753252169079104874171800465782905530775790867875918784898560000	true	negative	false
right	x=0	0	1/3	beta_gt_alpha	64	804942973061650802692122712729520761165585886458067801589212153122196831466708833482625/499799580528929400138079903574958700644537122001114885706174272852663778107639762446602161	804942973061650802692122712729520761165585886458067801589212153122196831466708833482625/499799580528929400138079903574958700644537122001114885706174272852663778107639762446602161	true	positive	true
left	x=1	0	1/3	beta_gt_alpha	64	-499799580528929400138079903574958700644537122001114885706174272852663778107639762446602161/126669432385500686507228490784870415230026616917812881401829544085754880841406272892399872160000	-499799580528929400138079903574958700644537122001114885706174272852663778107639762446602161/126669432385500686507228490784870415230026616917812881401829544085754880841406272892399872160000	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	1	3/8	3/8	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	1	-4/45	-4/45	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	2	15/64	15/64	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	2	-32/1575	-32/1575	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	3	175/1024	175/1024	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	3	-256/33075	-256/33075	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	4	2205/16384	2205/16384	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	4	-4096/1091475	-4096/1091475	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	5	14553/131072	14553/131072	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	5	-65536/31216185	-65536/31216185	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	6	99099/1048576	99099/1048576	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	6	-524288/405810405	-524288/405810405	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	7	2760615/33554432	2760615/33554432	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	7	-4194304/4927697775	-4194304/4927697775	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	8	78217425/1073741824	78217425/1073741824	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	8	-134217728/227378054475	-134217728/227378054475	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	9	561427295/8589934592	561427295/8589934592	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	9	-4294967296/10080427081725	-4294967296/10080427081725	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	10	4072899831/68719476736	4072899831/68719476736	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	10	-34359738368/108196584010515	-34359738368/108196584010515	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	11	59612442981/1099511627776	59612442981/1099511627776	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	11	-274877906944/1131146105564475	-274877906944/1131146105564475	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	12	878901402925/17592186044416	878901402925/17592186044416	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	12	-4398046511104/23137079432000625	-4398046511104/23137079432000625	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	13	6519323593125/140737488355328	6519323593125/140737488355328	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	13	-70368744177664/464521363980935625	-70368744177664/464521363980935625	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	14	48615527365875/1125899906842624	48615527365875/1125899906842624	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	14	-562949953421312/4589062705701770625	-562949953421312/4589062705701770625	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	15	2913690606794775/72057594037927936	2913690606794775/72057594037927936	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	15	-4503599627370496/44710582361265822375	-4503599627370496/44710582361265822375	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	16	175335617103003225/4611686018427387904	175335617103003225/4611686018427387904	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	16	-288230376151711744/3442714841817468322875	-288230376151711744/3442714841817468322875	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	17	1323612011463847875/36893488147419103232	1323612011463847875/36893488147419103232	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	17	-18446744073709551616/262253865891389498713125	-18446744073709551616/262253865891389498713125	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	18	10023845349974754375/295147905179352825856	10023845349974754375/295147905179352825856	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	18	-147573952589676412928/2473413911642320566294375	-147573952589676412928/2473413911642320566294375	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	19	152256935158037584875/4722366482869645213696	152256935158037584875/4722366482869645213696	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	19	-1180591620717411303424/23128589735181699330436875	-1180591620717411303424/23128589735181699330436875	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	20	2318655612549543792525/75557863725914323419136	2318655612549543792525/75557863725914323419136	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	20	-18889465931478580854784/429217933717108799153265375	-18889465931478580854784/429217933717108799153265375	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	21	17696059934739591801825/604462909807314587353088	17696059934739591801825/604462909807314587353088	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	21	-302231454903657293676544/7909873349929576441538747625	-302231454903657293676544/7909873349929576441538747625	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	22	135343383295340356270875/4835703278458516698824704	135343383295340356270875/4835703278458516698824704	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	22	-2417851639229258349412352/72421567684420147938763858125	-2417851639229258349412352/72421567684420147938763858125	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	23	4148568922748476137868125/154742504910672534362390528	4148568922748476137868125/154742504910672534362390528	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	23	-19342813113834066795298816/659236641807192097640210139375	-19342813113834066795298816/659236641807192097640210139375	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	24	127388723054529873940137225/4951760157141521099596496896	127388723054529873940137225/4951760157141521099596496896	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	24	-618970019642690137449562112/23875831418495261623230219395625	-618970019642690137449562112/23875831418495261623230219395625	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	25	979521288963908169158162847/39614081257132168796771975168	979521288963908169158162847/39614081257132168796771975168	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	25	-19807040628566084398385987584/860484964322569228901217107018325	-19807040628566084398385987584/860484964322569228901217107018325	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	26	7543151122704968037705168591/316912650057057350374175801344	7543151122704968037705168591/316912650057057350374175801344	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	26	-158456325028528675187087900672/7717888218462428622298608821410515	-158456325028528675187087900672/7717888218462428622298608821410515	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	27	116340135040661279523336330385/5070602400912917605986812821504	116340135040661279523336330385/5070602400912917605986812821504	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	27	-1267650600228229401496703205376/68933275113617418036769625798068275	-1267650600228229401496703205376/68933275113617418036769625798068275	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	28	1796681395824990696086992097325/81129638414606681695789005144064	1796681395824990696086992097325/81129638414606681695789005144064	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	28	-20282409603651670423947251286016/1226574625434367073320932547930706925	-20282409603651670423947251286016/1226574625434367073320932547930706925	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	29	13890205825653893588369090628285/649037107316853453566312041152512	13890205825653893588369090628285/649037107316853453566312041152512	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	29	-324518553658426726783156020576256/21746020083439837915675055369471006025	-324518553658426726783156020576256/21746020083439837915675055369471006025	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	30	107507205949523361343097542303651/5192296858534827628530496329220096	107507205949523361343097542303651/5192296858534827628530496329220096	true	positive	true
left	x=1	0	1/2	beta_gt_alpha	30	-2596148429267413814265248164610048/192114839495768499103308592608912818745	-2596148429267413814265248164610048/192114839495768499103308592608912818745	true	negative	false
right	x=0	0	1/2	beta_gt_alpha	31	13327425563355428311016898550739703/664613997892457936451903530140172288	13327425563355428311016898550739703/664613997892457936451903530140172288	true	positive	true
